1,6,31,31,0,
2,5,28,28,0,
3,8,31,31,0,
4,12,15,30,0,
5,20,7,31,0,
6,25,4,30,0,
7,27,1,31,0,
8,25,1,31,0,
9,23,4,30,0,
10,15,10,31,0,
11,6,20,30,0,
12,5,31,31,0,
